studnr_a;result;cohort;cohort_blok;cohort_jaar;vooropl_type;profiel;vooropl_profiel;w1_prac;w2_prac;w3_prac;w4_prac;w5_prac;w6_prac;w1_quiz;w2_quiz;w3_quiz;w4_quiz;w5_quiz;w6_quiz;w7_oefen_toets;Category_total;CorrectUnassigned;IncorrectUnassigned;W1_MMLAttemps;W1_MMLMastery;W2_MMLAttemps;W2_MMLMastery;W3_MMLAttemps;W3_MMLMastery;W4_MMLAttemps;W4_MMLMastery;W5_MMLAttemps;W5_MMLMastery;W6_MMLAttemps;W6_MMLMastery;W8_MMLAttemps;W8_MMLMastery;Course;complete;Hoursviewed
682548;4;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;6,63;7;3,33;6;0;0;3,84; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
682821;4;14152;14152;2014;3;3;33;1;1;1;1;1;0;6,67;4;3,21;7,5;0;5,77;0;0;205;0;38;100;94;100;72;100;26;100;59;100;93;100;0;0; ; ; 
682829;5,2;1314;1314;2013;1;5;15;0;0;0;0;0;0;3;4,5;5;1;4;0;0;2,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
682838;9,7;1314;1314;2013;1;4;14;0;0;0;0;0;0;6;7;8;3,23;8;0;0;4,96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Advanced Training;2,34;0,17
682870;9,7;1314;1314;2013;1;5;15;0;0;0;0;0;0;2;5,75;6;0,33;3;0;0;2,63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
682973;3,2;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;1,75;2;3,33;5;0;0;2,01; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;68,28;4,85
682997;4;14151;14151;2014;1;5;15;1;1;1;1;0;1;8,89;3;0;3;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683024;0;14152;14152;2014;3;3;33;1;1;1;1;1;0;6,67;8;5,5;4,5;0;5;0;0;205;0;37;100;94;100;64;100;36;100;29;100;52;100;0;0; ; ; 
683106;3,9;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;5;4;2,67;5;0;0;3,03; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683156;3;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;2,88;8;1,33;7;0;0;3,11; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;4,6;0,33
683251;9,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;4;3,38;6;3;5;0;0;3,29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683266;9;14151;14151;2014;2;5;25;1;1;1;1;1;1;7,78;1;9,75;10;0;5,51;0;0;199;3;66;100;193;100;236;97,6744186;166;100;78;100;82;95,55555556;0;0; ; ; 
683309;9,9;1314;1314;2013;1;4;14;0;0;0;0;0;0;7;3;7;3,33;6;0;0;4,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683427;0;14151; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683499;8;1314;1314;2013;1;5;15;0;0;0;0;0;0;3;8;7;0;4;0;0;3,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683677;7;1314;1314;2013;1;4;14;0;0;0;0;0;0;5;5,75;8;3,67;4;0;0;4,06; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683678;5,8;1314;1314;2013;1;4;14;0;0;0;0;0;0;2;1,38;7;4;5;0;0;2,98; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683728;0;14151;14151;2014;3;5;35;1;1;1;0;0;0;10;8;6,21;8;60;0;0;0;122;0;33;100;79;100;55;79,06976744;28;72,72727273;0;0;0;0;0;0; ; ; 
683737;9;14151;14151;2014;1;6;16;1;1;1;1;1;1;7,78;5;5,18;8;0;3,08;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683932;2,2;1314;1314;2013;3;3;33;0;0;0;0;0;0;3;3,5;3;2;3;0;0;2,23; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;28,52;2,19
683937;9,4;1314;1314;2013;1;4;14;0;0;0;0;0;0;3;4;8;2,33;3;0;0;3,13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683944;0;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
683959;7;1314;1314;2013;1;2;12;0;0;0;0;0;0;4;0;5;8;1;0;0;2,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;11,5;0,83
684040;0;14151;14151;2014;1;2;12;0;1;0;0;0;0;7,78;6;6;9,5;0;5;0;0;163;15;44;100;133;100;63;67,44186047;11;13,63636364;43;60,86956522;96;100;15;100; ; ; 
684050;5;1314;1314;2013;1;5;15;0;0;0;0;0;0;2;2,5;1;0;0;0;0;0,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
684182;10;1314;1314;2013;1;2;12;0;0;0;0;0;0;8;5;8;8;7;0;0;5,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;2,61;0,19
684260;4;14152;14152;2014;3;3;33;1;1;1;1;1;0;8,89;2;0,86;6;0;2,69;0;0;205;0;53;100;208;100;108;100;66;100;46;100;99;100;0;0; ; ; 
684281;10;1314;1314;2013;1;2;12;0;0;0;0;0;0;7;4,88;6;2,33;7,9;0;0;4,32; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
684291;4;1314;1314;2013;3;3;33;0;0;0;0;0;0;0;1,38;3;3;4;0;0;1,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
684294;10;1314;1314;2013;1;6;16;0;0;0;0;0;0;8;5;0;2;5;0;0;3,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
684336;6,4;1314;1314;2013;1;4;14;0;0;0;0;0;0;5;0;5;0;5;0;0;2,31; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;16,94;1,29
684352;7,9;1314;1314;2013;1;4;14; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
684515;4;14152;14152;2014;3;3;33;1;1;1;1;1;0;8,89;8;6;7,5;0;4,74;0;0;209;1;47;100;86;100;69;100;27;100;37;100;55;100;24;100; ; ; 
684606;9,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;5;8,88;9;0;9;0;0;4,9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;47,12;6,32
684613;9;1314;1314;2013;1;2;12;0;0;0;0;0;0;4;4,5;8;4,33;8;0;0;4,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
684621;6,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;1;3,38;5;2;3;0;0;2,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
684628;8;14151;14151;2014;1;4;14;1;1;1;1;1;1;10;10;7,5;9,5;0;8,08;0;0;197;0;31;100;125;100;111;100;97;100;64;95,65217391;61;73,33333333;0;0; ; ; 
684797;1,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;0;4;0;5;0;0;1,62;211;0;57;100;120;100;115;100;56;100;59;100;89;100;10;100; ; ; 
684807;4;1314;1314;2013;1;5;15;0;0;0;0;0;0;1;0;6;2,33;0;0;0;1,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
684813;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;8;8;9;4,33;5;0;0;5,28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
684965;8,7;1314;1314;2013;1;6;16;0;0;0;0;0;0;3;3,88;4;2,33;10;0;0;3,57; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
684987;9;14151;14151;2014;3;3;33;1;1;1;1;1;1;10;10;8;8;0;6,92;0;0;199;14;46;100;142;100;84;93,02325581;64;100;70;100;96;97,77777778;15;80; ; ; 
685064;4,3;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;4,25;6;0;0;0;0;1,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685080;8,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;4;0;2,67;7;0;0;2,87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685096;5,2;1314;1314;2013;3;3;33;0;0;0;0;0;0;4;5;6;4,67;6;0;0;3,95; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;8,53;0,61
685156;2,6;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;2,38;8;0;6;0;0;3,29; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685196;4,4;1314;1314;2013;2;2;22;0;0;0;0;0;0;2;4,75;7;0;2;0;0;2,42; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685255;3,4;1314;1314;2013;3;9;39;0;0;0;0;0;0;1;1,5;6;2,33;3;0;0;2,13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685297;8;14151;14151;2014;6;0;60;1;1;1;1;1;1;5,56;7;3,18;7;0;4,74;0;0;108;29;52;100;97;64,81481481;103;90,69767442;25;86,36363636;51;100;4;6,666666667;0;0; ; ; 
685322;7,4;1314;1314;2013;3;9;39;0;0;0;0;0;0;0;0;0;0,33;0;0;0;0,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685324;5;14152;14152;2014;3;3;33;1;1;1;0;0;0;7,78;9;7,43;8,5;0;5,77;0;0;205;0;37;100;91;100;50;100;26;100;30;100;51;100;0;0; ; ; 
685391;10;1314;1314;2013;4;0;40;0;0;0;0;0;0;2;6;9;2,67;8;0;0;18,87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685393;6,5;1314;1314;2013;3;2;32;0;0;0;0;0;0;1;4,88;0;6;6;0;0;2,75; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685409;5,2;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;0,38;6;2,33;4;0;0;2,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;13,3;0,94
685418;0;14151;14151;2014;1;5;15;0;1;0;1;1;0;0;0;0;0;0;8,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; 
685491;8,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;6;5;0;4,67;6;0;0;3,33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685535;9,2;1314;1314;2013;1;5;15;0;0;0;0;0;0;4;5;6;3,33;4;0;0;3,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685555;6,7;1314;1314;2013;1;4;14;0;0;0;0;0;0;3;3,25;6;1,67;3;0;0;2,6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685570;2;14152;14152;2014;1;4;14;1;1;1;0;0;0;6,67;4;4,64;1,5;0;0;0;0;151;1;29;77,77777778;78;100;52;93,02325581;29;100;33;95,65217391;0;0;0;0; ; ; 
685584;10;1314;1314;2013;1;6;16;0;0;0;0;0;0;5;8;7;3,67;7;0;0;4,72; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685608;9,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;2;5,38;5;0,67;3;0;0;2,47; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685688;10;1314;1314;2013;1;2;12; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685812;0;14152;14152;2014;3;3;33;0;1;1;0;0;0;5,56;1;2,71;0;0;0;0;0;57;2;61;100;66;51,85185185;0;0;37;54,54545455;1;4,347826087;0;0;0;0; ; ; 
685841;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;8;7;8;6,67;8;0;0;5,79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685864;8,5;1314;1314;2013;1;6;16;0;0;0;0;0;0;7;3,5;5;5,67;0;0;0;3,26; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
685881;8,9;14152;14152;2013;1;2;12;1;1;1;1;0;0;5,56;7;4;3;0;8,08;0;0;135;6;41;100;119;100;139;100;56;81,81818182;13;34,7826087;0;0;0;0; ; ; 
685954;6,7;1314;1314;2013;1;5;15;0;0;0;0;0;0;3;3,5;4;4;6;0;0;3,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686028;9,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;3,88;5;3,67;3;85;0;16,24; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686111;3,8;1314;1314;2013;1;5;15;0;0;0;0;0;0;1;5;7;2,67;3;0;0;2,87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;22,58;1,6
686126;6;14152;14152;2014;1;2;12;1;1;1;0;0;0;7,78;3;4,07;0;0;0;0;0;108;29;52;100;97;64,81481481;103;90,69767442;25;86,36363636;51;100;4;6,666666667;0;0; ; ; 
686217;6;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;1,63;0;0;7;0;0;1,33; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686245;8;14151;14151;2014;1;6;16;1;1;1;1;1;1;8,89;8;6;2,5;0;6,54;0;0;225;0;27;100;93;100;71;100;35;100;50;100;81;100;5;100; ; ; 
686273;9,6;1314;1314;2013;3;3;33;0;0;0;0;0;0;9;7,75;5;6,57;7;0;0;5,43; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686290;9;14151;14151;2014;1;5;15;0;0;0;0;0;1;6,67;10;9,5;8;100;7,69;0;0;219;1;46;100;122;100;131;100;73;100;61;100;109;100;8;100; ; ; 
686403;6;1314;1314;2013;3;3;33;0;0;0;0;0;0;5;4,88;8;6;5;0;0;4,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686441;6,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;4;6,63;8;0;6;0;0;3,79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;19,92;1,74
686572;3;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;0;0;0;0;0;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;82,88;2,85
686597;10;1314;1314;2013;3;3;33;0;0;0;0;0;0;2;4,75;6;2,23;1;0;0;2,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686716;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;8;9;0;4,33;8;0;0;4,51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686737;10;1314;1314;2013;1;2;12;0;0;0;0;0;0;4;6;0;4,9;6;0;0;3,22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;8,68;0,63
686753;4,7;1314;1314;2013;2;6;26;0;0;0;0;0;0;6;7;8;7,33;4;0;0;4,97; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686776;9,1;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;2,63;3;2;2;0;0;1,79; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686866;8,5;1314;1314;2013;1;4;14;0;0;0;0;0;0;5;4;6;2,33;4;0;0;3,28; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686872;4,2;1314;1314;2013;1;2;12;0;0;0;0;0;0;3;0;0;4;0;0;0;1,08; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686939;5;1314;1314;2013;1;6;16;0;0;0;0;0;0;5;5;4;2,33;3;0;0;2,97; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686941;3,5;1314;1314;2013;1;2;12;0;0;0;0;0;0;6;6;7;3;9;0;0;4,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
686973;5;1314;1314;2013;3;3;33;0;0;0;0;0;0;2;1;5;8;0;0;0;2,46; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;42,03;3,15
687074;4,2;1314;1314;2013;3;9;39;0;0;0;0;0;0;8;4,75;7;1,33;4;0;0;3,86; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687149;2;1314;1314;2013;3;3;33;0;0;0;0;0;0;5;2,63;3;5,23;4;0;0;3,06; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687178;10;1314;1314;2013;2;5;25;0;0;0;0;0;0;4;3,38;7;3,9;8;0;0;4,04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687309;10;1314;1314;2013;1;6;16;0;0;0;0;0;0;8;9;8;8,33;9;0;0;6,51; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687488;9,6;1314;1314;2013;1;5;15;0;0;0;0;0;0;5;2,5;5;2,67;7;0;0;3,41; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687528;4,5;1314;1314;2013;1;4;14;0;0;0;0;0;0;2;3,63;6;3;4;0;0;2,87; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687538;1,2;1314;1314;2013;1;2;12;0;0;0;0;0;0;1;2,13;8;0,33;4;0;0;2,56; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;11,77;1,19
687570;2;1314;1314;2013;1;2;12;0;0;0;0;0;0;3;2,63;5;2,33;2;0;0;2,3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687580;6;14151;14151;2014;1;5;15;1;1;1;1;1;1;8,89;5;9,5;6;0;5,77;0;0;220;0;33;100;106;100;84;100;32;100;41;100;52;100;8;100; ; ; 
687602;3;1314;1314;2013;3;9;39;0;0;0;0;0;0;3;0;3;2,67;2;0;0;1,64; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;72,94;1,16
687606;4,7;1314;1314;2013;3;3;33;0;0;0;0;0;0;1;0;4;2,33;2;0;0;1,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687656;9,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;3;5;7;1;8;0;0;3,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;26,06;1,85
687673;10;1314;1314;2013;1;6;16;0;0;0;0;0;0;6;8;6;6;6;0;0;4,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;2,86;0,2
687674;6,1;1314;1314;2013;2;2;22;0;0;0;0;0;0;4;4;3;4;3;0;0;2,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687686;7,3;1314;1314;2013;3;6;36;0;0;0;0;0;0;3;4,88;6;4;4;0;0;3,37; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687719;6,1;1314;1314;2013;1;4;14;0;0;0;0;0;0;4;4,5;5;2,67;4;0;0;3,1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;1,12;0,08
687726;10;1314;1314;2013;2;5;25;0;0;0;0;0;0;8;6;10;4;9;0;0;5,69; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687753;7;1314;1314;2013;3;3;33;0;0;0;0;0;0;0;3,88;7;0,33;3;0;0;2,19; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687770;8,1;1314;1314;2013;1;2;12;0;0;0;0;0;0;2;6;5;1;4;0;0;2,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687775;7,3;1314;1314;2013;1;6;16;0;0;0;0;0;0;9;4;9;6,33;7;0;0;5,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687787;9,2;1314;1314;2013;1;5;15;0;0;0;0;0;0;5;2,38;4,71;7,5;6;8,59;0;2,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;7,87;0,56
687836;9,2;1314;1314;2013;1;5;15;0;0;0;0;0;0;7;6;7;5,9;8;0;0;5,22; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687865;7,4;1314;1314;2013;1;2;12;0;0;0;0;0;0;4;3,13;4;4,33;4;0;0;2,99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687900;6;1314;1314;2013;1;5;15;0;0;0;0;0;0;2;1,75;5;0;0;0;0;1,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
687975;4,7;1314;1314;2013;3;3;33;0;0;0;0;0;0;2;2,13;4;4,33;0;0;0;1,92; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688002;10;1314;1314;2013;2;3;23;0;0;0;0;0;0;3;4,75;5;5;10;0;0;4,27; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688029;9;14151;14151;2014;1;5;15;1;1;1;1;1;1;10;9;6;9;0;7,69;0;0;225;0;44;100;90;100;84;100;50;100;40;100;78;100;5;100; ; ; 
688049;8;1314;1314;2013;1;5;15;0;0;0;0;0;0;6;4,5;10;1;10;0;0;4,85; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688078;6;14152;14152;2014;3;7;37;1;1;1;1;1;0;6,67;5;4,21;4;0;3,21;0;0;210;0;43;100;126;100;121;100;67;100;43;100;52;100;7;100; ; ; 
688093;10;14151;14151;2014;3;3;33;1;1;1;1;1;1;6,67;4;4,71;6,5;0;3,21;0;0; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688198;7,5;14151;14151;2014;3;2;32;1;1;1;1;1;1;10;8;5,5;7,5;0;8,46;0;0;220;0;34;100;114;100;96;100;69;100;61;100;136;100;8;100; ; ; 
688253;8,2;1314;1314;2013;1;1;11;0;0;0;0;0;0;9;4,63;8;7;8;0;0;5,63; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688264;4,7;1314;1314;2013;1;2;12;0;0;0;0;0;0;0;5,38;4;2,33;1;0;0;1,96; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688323;1,7;1314;1314;2013;3;3;33;0;0;0;0;0;0;4;1,5;2;1;3;0;0;1,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688341;2,1;1314;1314;2013;1;4;14;0;0;0;0;0;0;0;2,38;6;1;0;0;0;1,44; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;29,72;0,08
688377;5,5;14151;14151;2014;2;4;24;1;1;1;1;1;1;10;7;2,96;3,5;0;5,38;0;0;175;20;62;100;186;100;131;100;65;100;62;100;79;77,77777778;0;0; ; ; 
688416;9,9;1314;1314;2013;1;4;14;0;0;0;0;0;0;4;1;5;4,9;6;90;0;17,06; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688440;9,5;1314;1314;2013;3;2;32;0;0;0;0;0;0;5;3;9;5;9;0;0;4,77; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688457;10;1314;1314;2013;3;2;32;0;0;0;0;0;0;7;4;7;3,33;6;0;0;4,21; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688480;9,5;1314;1314;2013;3;3;33;0;0;0;0;0;0;7;5,88;4;1,9;4;0;0;3,5; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;2,75;0,39
688489;7,1;1314;1314;2013;1;4;14;0;0;0;0;0;0;5;2,63;3;4;5;0;0;3,02; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Advanced Training;0;0,01
688529;8,1;1314;1314;2013;2;6;26;0;0;0;0;0;0;0;5,25;3;1;6;0;0;2,35; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688538;8,8;1314;1314;2013;1;5;15;0;0;0;0;0;0;4;7;7;2;2;0;0;3,38; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688541;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;7;3,75;7;2,33;4;0;0;3,71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688583;4,5;1314;1314;2013;1;5;15;0;0;0;0;0;0;4;4;5;1;0;0;0;2,15; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;1,7;0,48
688647;0;14151;14151;2014;1;5;15;1;1;1;1;1;1;0;0;0;0;0;0;0;0;207;9;51;100;104;100;109;100;39;100;34;100;60;91,11111111;7;100; ; ; 
688655;0;14151;14151;2014;3;9;39;1;1;1;1;1;1;4,44;3;0;0;0;0;0;0;225;0;62;100;120;100;77;100;24;100;30;100;54;100;5;100; ; ; 
688668;10;1314;1314;2013;1;5;15;0;0;0;0;0;0;2;6,75;10;7,67;6;0;0;4,99; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688756;7,2;1314;1314;2013;1;2;12;0;0;0;0;0;0;5;2,88;7;1;3,9;0;0;3,04; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688783;9,8;1314;1314;2013;3;2;32;0;0;0;0;0;0;3;6;6;5,33;4,9;0;0;3,88; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688802;4,9;1314;1314;2013;3;9;39;0;0;0;0;0;0;3;4,63;6;0;4;0;0;2,71; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688810;6;14151;14151;2014;1;4;14;1;1;1;1;1;1;7,78;5;7,21;6;0;7,05;0;0;216;0;43;77,77777778;125;100;186;100;39;100;53;100;87;100;8;100; ; ; 
688817;3,3;1314;1314;2013;1;1;11;0;0;0;0;0;0;1;1,38;10;3,33;4;0;0;3,39; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688839;9,9;1314;1314;2013;1;5;15;0;0;0;0;0;0;6;9;8;6,33;10;0;0;6,05; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;0;0,17
688880;2,5;1314;1314;2013;1;2;12;1;1;1;1;1;0;8,89;9;3,5;6,5;0;5;0;0;140;1;57;100;94;100;61;100;35;100;7;17,39130435;0;0;0;0; ; ; 
688892;6,6;1314;1314;2013;1;6;16;0;0;0;0;0;0;7;2,88;5;0,67;1;0;0;2,54; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;52,14;0,77
688898;9,4;1314;1314;2013;1;5;15;0;0;0;0;0;0;0;0;0;0;4;0;0;0,62; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
688947;3,1;1314;1314;2013;4;0;40;0;0;0;0;0;0;4;1,63;4;0;5;0;0;2,25; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;Java Essential Training;38,99;3,82
