studnr_a,Cijfer,cohort,cohort_blok,vooropl_type,profiel,vooropl_profiel,w1_prac,w2_prac,w3_prac,w4_prac,w5_prac,w6_prac,w1_quiz,w2_quiz,w3_quiz,w4_quiz,w5_quiz,w6_quiz,w7_oefen_toets,Category_total,CorrectUnassigned,IncorrectUnassigned,W1_MMLAttemps,W1_MMLMastery,W2_MMLAttemps,W2_MMLMastery,W3_MMLAttemps,W3_MMLMastery,W4_MMLAttemps,W4_MMLMastery,W5_MMLAttemps,W5_MMLMastery,W6_MMLAttemps,W6_MMLMastery,W8_MMLAttemps,W8_MMLMastery,Course,complete,Hoursviewed
689341,4,14151,14151,2,6,26,1,1,0,1,1,0,7.78,8,2.43,7.5,0,0,0,0,197,20,57,100,143,98.14814815,47,100,21,95.45454545,28,100,59,97.77777778,5,100, , , 
690763,4,14152,14152,6,0,60,1,1,1,1,1,0,5.56,6,4.93,8,0,0,0,0,137,0,69,100,175,100,50,100,25,100,0,0,0,0,0,0, , , 
691063,4,14152,14152,1,3,13,1,1,1,0,0,0,10,4,3.36,0,0,0,0,0,82,7,62,88.88888889,89,48.14814815,38,58.13953488,45,100,0,0,0,0,0,0, , , 
691884,4,14151,14151,3,3,33,1,1,1,1,1,1,6.67,7,7.5,6,0,4.74,0,0,135,0,48,100,120,100,148,100,36,59.09090909,7,30.43478261,0,0,0,0, , , 
692442,4,14152,14152,3,2,32,1,1,0,0,0,0,3.33,1,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
694058,4,14151,14151,1,2,12,1,1,1,1,1,1,10,7,4.46,0,0,0,0,0,105,0,60,100,125,100,47,69.76744186,3,13.63636364,0,0,0,0,0,0, , , 
694355,4,14151,14151,3,9,39,1,1,1,1,1,1,10,9,9,0,40,0,0,0,42,3,45,94.44444444,47,42.59259259,16,11.62790698,0,0,0,0,0,0,0,0, , , 
694954,4,1314,1314,1,4,14,0,0,0,0,0,0,5,1.63,6,3.67,10,0,0,4.04,250,0,51,100,111,100,85,100,15,100,58,100,48,100, , , , , 
697705,4,14151,14151,1,5,15,1,1,1,0,0,0,8.89,8,4.57,8,0,9.23,0,0, , , , , , , , , , , , , , , , , , , 
698438,4,14152,14152,2,6,26,1,1,1,0,0,0,7.78,8,6.07,7.5,0,0,0,0, , , , , , , , , , , , , , , , , , , 
700618,4,14151,14151,1,5,15,1,1,1,1,1,1,7.78,6,5.21,6.5,0,3.97,0,0,162,14,28,77.77777778,96,94.44444444,53,79.06976744,32,50,59,100,61,88.88888889,4,60, , , 
701346,4,14152,14152,3,2,32,1,1,1,0,0,0,8.89,3,3.96,2,0,0,0,0,209,1,30,100,99,100,114,100,46,100,34,100,55,100,7,100, , , 
702139,4,14151,14151,3,9,39,1,1,1,1,1,0,7.78,3,6,7,0,9.74,0,0, , , , , , , , , , , , , , , , , , , 
702427,4,14151,14151,3,7,37,1,1,1,1,1,1,7.78,5,6.5,8,0,6.15,0,0,217,3,26,100,90,100,109,100,43,100,63,100,100,100,7,100, , , 
702742,4,14152,14152,1,6,16,1,1,1,1,0,0,8.89,4,6.5,9,0,8.59,0,0,204,1,47,100,100,100,109,100,30,100,32,100,73,100,0,0, , , 
703566,4,14151,14151,2,4,24,1,0,0,0,0,0,10,7,8.5,0,0,5.77,0,0,27,2,60,100,23,20.37037037,0,0,0,0,0,0,0,0,0,0, , , 
703919,4,14151,14151,1,2,12,1,1,1,1,1,1,10,9,7.5,8.5,0,6.15,0,0,225,0,67,100,138,100,161,100,66,100,48,100,119,100,5,100, , , 
704297,4,14152,14152,1,5,15,0,0,1,1,0,0,3.33,1,2.18,0,0,0,0,0,39,0,45,100,39,38.88888889,0,0,0,0,0,0,0,0,0,0, , , 
704664,4,14151,14151,1,6,16,1,1,1,1,1,1,10,9,5.21,6,0,3.46,0,0,152,0,28,100,86,100,83,100,35,100,18,65.2173913,0,0,0,0, , , 
704944,4,14151,14151,1,6,16,1,1,1,1,1,1,7.78,2,3.21,9,0,4.62,0,0,154,66,78,100,243,100,307,100,190,100,246,100,256,100,17,100, , , 
704964,4,14151,14151,1,4,14,1,1,1,1,1,1,8.89,8,6.21,7,0,4.23,0,0,220,0,46,100,146,100,108,100,48,100,37,100,70,100,5,100, , , 
705518,4,14152,14152,1,5,15,0,1,1,1,0,0,6.67,9,4.71,4.5,0,3.21,0,0,74,0,21,88.88888889,64,62.96296296,6,9.302325581,0,0,4,8.695652174,53,40,0,0, , , 
706122,4,14151,14151,1,5,15,1,1,1,1,1,1,10,2,4.57,2,0,8.08,0,0,213,6,43,88.88888889,92,100,65,100,29,100,34,100,65,100,5,100, , , 
706286,4,14151,14151,1,5,15,1,1,1,1,1,1,7.78,6,8.21,8,0,7.05,0,0,205,10,52,100,125,94.44444444,166,100,80,100,78,100,105,95.55555556,15,100, , , 
706320,4,14152,14152,3,2,32,1,1,1,1,1,0,4.44,5,1.21,6,0,3.85,0,0, , , , , , , , , , , , , , , , , , , 
706468,4,14151,14151,3,7,37,0,0,0,0,1,1,0,8,5.07,3.5,80,7.82,0,0,6,0,7,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0, , , 
706690,4,14151,14151,1,4,14,1,1,1,1,1,1,8.89,8,10,4,0,5.51,0,0,99,5,0,0,14,12.96296296,5,9.302325581,17,31.81818182,48,100,66,95.55555556,5,100, , , 
706744,4,14152,14152,1,4,14,1,1,1,1,1,0,8.89,3,5.07,6,0,0.9,0,0,205,0,131,100,97,100,106,100,37,100,45,100,71,100,0,0, , , 
707089,4,14151,14151,3,2,32,1,1,1,1,1,1,3.33,2,6.5,4.5,0,3.97,0,0,216,0,33,77.77777778,144,100,142,100,80,100,72,100,173,100,8,100, , , 
707133,4,14151,14151,1,2,12,1,1,1,1,1,1,8.89,7,6.5,7.5,0,6.92,0,0,209,11,53,100,86,100,70,100,31,100,44,100,69,100,5,100, , , 
707181,4,14151,14151,3,2,32,1,1,1,1,1,0,7.78,10,7.86,10,0,9.23,0,0, , , , , , , , , , , , , , , , , , , 
707502,4,14151,14151,3,9,39,1,0,1,1,1,1,5.56,0,3,1,0,3.21,0,0,148,6,26,88.88888889,111,100,66,95.34883721,34,100,28,86.95652174,0,0,0,0, , , 
707693,4,14151,14151,1,4,14,1,1,1,1,1,1,8.89,7,7,8.5,0,6.92,0,0,209,7,37,77.77777778,138,100,71,100,35,100,40,100,66,100,5,100, , , 
708142,4,14151,14151,1,2,12,1,1,1,1,1,1,6.67,0,2.71,0,0,0,0,0,165,6,63,72.22222222,113,92.59259259,95,90.69767442,22,72.72727273,41,100,58,66.66666667,0,0, , , 
708425,4,14152,14152,1,2,12,1,1,1,1,1,0,6.67,5,7.36,7.5,0,3.97,0,0,187,0,61,100,118,100,90,100,26,100,26,100,49,60,0,0, , , 
708649,4,14151,14151,1,2,12,1,1,1,1,1,1,8.89,7,3.96,6.5,0,6.92,0,0,225,0,38,100,168,100,88,100,31,100,37,100,54,100,5,100, , , 
708732,4,14151,14151,3,9,39,1,1,1,1,1,1,7.78,5,9,0,70,0,0,0,179,12,44,77.77777778,97,94.44444444,93,97.6744186,28,100,36,100,49,75.55555556,0,0, , , 
708799,4,14151,14151,3,2,32,1,1,1,1,1,0,10,6,4.36,3,0,6.92,0,0,208,8,40,77.77777778,147,100,126,100,88,100,101,100,167,100,7,100, , , 
708857,4,14151,14151,5,0,50,0,0,0,0,0,0,6.67,7,5.5,1,10,7.82,0,0,197,12,32,94.44444444,125,100,102,95.34883721,86,95.45454545,48,86.95652174,116,97.77777778,13,100, , , 
709012,4,14151,14151,2,4,24,1,1,1,1,1,0,7.78,1,3.43,0,0,2.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
709039,4,14151,14151,1,2,12,1,1,1,1,1,1,3.33,5,2.86,4.5,0,4.23,0,0,211,7,52,100,109,100,114,100,72,100,70,91.30434783,161,100,9,100, , , 
709049,4,14152,14152,4,0,40,1,1,1,1,1,0,5.56,2,5.36,3,0,4.62,0,0,205,0,22,100,103,100,66,100,71,100,27,100,61,100,0,0, , , 
709055,4,14151,14151,1,6,16,1,1,1,1,1,1,5.56,6,3.5,6.5,0,3.08,0,0,128,5,42,88.88888889,132,96.2962963,115,100,81,77.27272727,3,8.695652174,3,6.666666667,0,0, , , 
709421,4,14151,14151,3,2,32,1,1,1,1,1,1,6.67,3,4,0,0,8.46,0,0, , , , , , , , , , , , , , , , , , , 
709571,4,14151,14151,1,5,15,1,1,1,1,1,1,8.89,3,7.5,7.5,0,6.67,0,0,223,0,34,88.88888889,99,100,96,100,52,100,66,100,109,100,9,100, , , 
709626,4,14151,14151,1,5,15,0,0,0,0,1,0,8.89,7,3.07,7,10,4.62,0,0,210,6,23,77.77777778,93,100,77,100,23,100,31,100,51,100,5,100, , , 
709899,4,14151,14151,1,6,16,1,1,1,1,1,1,7.78,7,8,9,0,3.97,0,0,220,0,44,100,116,100,76,100,22,100,25,100,75,100,5,100, , , 
709991,4,14151,14151,1,2,12,1,1,1,1,1,1,8.89,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
710078,4,14151,14151,1,6,16,0,0,0,0,0,0,8.89,7,5,7.5,10,5.13,0,0,212,4,30,77.77777778,104,100,85,100,46,100,36,100,95,100,10,100, , , 
710258,4,14151,14151,3,9,39,0,0,0,0,0,0,7.78,4,10,9,10,0,0,0,199,10,50,77.77777778,149,100,263,100,115,100,158,100,197,91.11111111,5,100, , , 
710270,4,14151,14151,3,3,33,1,1,1,1,1,1,6.67,4,4.18,0,0,0,0,0,130,3,49,100,68,100,43,100,11,45.45454545,12,34.7826087,0,0,0,0, , , 
710277,4,14151,14151,2,3,23,1,1,1,1,0,0,5.56,5,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
710301,4,14152,14152,3,9,39,1,1,1,1,0,0,5.56,1,3.36,8.5,0,7.31,0,0,204,1,62,100,102,100,58,100,28,100,51,100,58,100,0,0, , , 
710336,4,14152,14152,1,4,14,1,1,1,1,1,0,8.89,3,8.21,2,0,7.05,0,0,205,0,50,100,87,100,49,100,27,100,38,100,57,100,0,0, , , 
710452,4,14151,14151,1,2,12,1,1,1,1,1,1,8.89,8,9,8,0,5.51,0,0,220,0,41,100,157,100,137,100,73,100,78,100,136,100,11,100, , , 
710567,4,14151,14151,6,0,60,1,1,1,1,1,1,6.67,2,4.5,5,0,3.97,0,0,195,7,0,0,140,100,152,100,92,100,69,100,100,100,15,100, , , 
710659,4,14152,14152,3,2,32,1,1,1,0,0,0,6.67,5,4.86,8,0,0,0,0,112,24,26,100,82,100,49,100,31,95.45454545,0,0,0,0,0,0, , , 
710669,4,14151,14151,1,2,12,1,1,1,1,1,0,10,8,9,8,0,6.92,0,0,61,7,22,77.77777778,18,18.51851852,20,18.60465116,24,31.81818182,59,86.95652174,28,20,0,0, , , 
710817,4,14151,14151,8,0,80,1,1,1,1,1,1,6.67,4,5,3,0,7.44,0,0,217,3,31,100,86,100,115,100,68,100,61,100,140,100,14,100, , , 
710890,4,14152,14152,6,0,60,1,1,1,1,1,0,5.56,3,4.61,5.5,0,6.28,0,0,205,0,38,100,74,100,52,100,22,100,26,100,66,100,0,0, , , 
710922,4,14151,14151,1,5,15,1,1,1,1,1,1,6.67,0,4.71,9,0,6.15,0,0, , , , , , , , , , , , , , , , , , , 
711111,4,14151,14151,1,2,12,1,1,1,1,1,1,8.89,9,6.5,10,0,0,0,0,100,3,46,100,123,100,48,69.76744186,1,4.545454545,0,0,0,0,0,0, , , 
711215,4,14152,14152,3,3,33,1,1,1,1,0,0,3.33,7,1.93,0,0,0,0,0,105,7,31,77.77777778,110,100,62,100,1,4.545454545,0,0,0,0,0,0, , , 
711941,4,14151,14151,3,2,32,0,0,0,0,1,0,7.78,3,5,6.5,50,4.23,0,0,166,10,54,100,113,98.14814815,103,97.6744186,56,77.27272727,53,100,51,40,0,0, , , 
712239,4,14151,14151,1,5,15,1,1,1,1,1,1,7.78,4,6.21,8.5,0,5.9,0,0,198,3,35,77.77777778,128,100,73,95.34883721,49,100,34,86.95652174,108,77.77777778,10,100, , , 
712330,4,14151,14151,1,4,14,1,1,1,1,1,1,7.78,5,2.57,4,0,5,0,0,223,2,35,100,153,100,148,100,94,100,48,100,73,100,5,100, , , 
712347,4,14152,14152,1,5,15,1,1,0,0,0,0,6.67,4,2.64,3,0,0,0,0,72,0,48,100,78,100,0,0,0,0,0,0,0,0,0,0, , , 
712454,4,14152,14152,1,5,15,1,1,1,1,1,0,8.89,3,6,1.5,0,2.44,0,0,205,0,52,100,92,100,74,100,28,100,32,100,62,100,0,0, , , 
712479,4,14151,14151,3,9,39,0,1,1,1,1,1,7.78,5,10,0,0,0,0,0,144,1,72,77.77777778,129,100,113,100,28,100,15,47.82608696,0,0,0,0, , , 
712585,4,14151,14151,2,7,27,1,1,1,1,1,1,8.89,5,9.57,7.5,0,8.46,0,0,220,0,36,100,229,100,147,100,100,100,54,100,199,100,20,100, , , 
712655,4,14151,14151,3,9,39,1,1,1,1,1,1,7.78,9,10,9,0,1.54,0,0,148,4,67,100,203,100,161,100,106,100,96,65.2173913,0,0,0,0, , , 
713061,4,14151,14151,3,7,37,1,1,1,1,1,1,7.78,2,5.57,9,0,7.44,0,0, , , , , , , , , , , , , , , , , , , 
713087,4,14151,14151,3,3,33,1,1,1,1,1,1,5.56,4,3.46,0,0,7.44,0,0,195,12,44,77.77777778,63,92.59259259,50,95.34883721,26,95.45454545,22,95.65217391,63,97.77777778,6,100, , , 
713204,4,14151,14151,1,4,14,1,1,1,1,1,1,5.56,6,2.71,3.5,0,6.54,0,0,210,2,39,77.77777778,122,96.2962963,97,100,58,100,60,100,101,100,13,100, , , 
713506,4,14151,14151,1,5,15,1,1,1,1,1,1,8.89,3,5.5,2,0,1.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
713521,4,14151,14151,1,1,11,1,1,1,1,1,1,8.89,6,6.5,8.5,0,5.51,0,0,214,4,49,100,104,100,58,100,38,90.90909091,28,95.65217391,63,100,8,100, , , 
713608,4,14152,14152,1,2,12,1,1,1,1,1,0,7.78,8,4.86,3,0,6.28,0,0,187,0,39,100,55,100,46,100,22,100,24,100,28,60,0,0, , , 
713677,4,14151,14151,1,6,16,1,1,1,1,1,1,8.89,7,7.36,9,0,0,0,0, , , , , , , , , , , , , , , , , , , 
714057,4,14151,14151,3,2,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,220,0,44,100,180,100,283,100,83,100,44,100,83,100,5,100, , , 
714067,4,14151,14151,3,7,37,1,1,1,1,1,1,10,6,7.71,8,0,7.69,0,0,217,1,33,100,93,100,111,97.6744186,32,100,55,95.65217391,62,100,5,100, , , 
714126,4,14152,14152,1,2,12,1,1,1,1,1,0,10,3,6.5,7.5,0,7.69,0,0,205,0,35,100,89,100,74,100,29,100,33,100,70,100,0,0, , , 
714288,4,14151,14151,1,6,16,1,1,1,1,1,0,7.78,1,0,0,0,0,0,0,155,45,68,100,130,96.2962963,91,100,29,100,32,100,54,93.33333333,0,0, , , 
714687,4,14151,14151,3,2,32,1,1,1,1,1,1,6.67,4,3.21,4.5,0,0,0,0,17,1,54,100,0,0,0,0,0,0,0,0,0,0,0,0, , , 
714728,4,14152,14152,3,7,37,1,1,1,1,1,0,8.89,6,7.21,7.5,0,5,0,0,179,0,25,94.44444444,116,100,133,100,48,100,73,100,45,44.44444444,0,0, , , 
714732,4,14151,14151,1,4,14,1,0,1,1,0,0,6.67,0,0,0,0,0,0,0,122,11,52,100,160,100,125,100,21,59.09090909,9,17.39130435,3,2.222222222,0,0, , , 
715446,4,14151,14151,1,2,12,1,1,1,1,1,1,8.89,5,4.5,1,0,5.51,0,0,220,0,35,100,126,100,113,100,31,100,36,100,66,100,6,100, , , 
715657,4,14151,14151,3,3,33,1,1,1,1,1,1,6.67,0,0,0,0,3.21,0,0, , , , , , , , , , , , , , , , , , , 
715712,4,14152,14152,1,2,12,1,1,1,1,1,0,5.56,3,2.71,7.5,0,7.69,0,0,205,0,55,100,89,100,61,100,41,100,42,100,60,100,0,0, , , 
715748,4,14151,14151,3,3,33,1,1,1,0,0,0,5.56,4,6.57,9,0,3.85,0,0,2,0,6,11.11111111,0,0,0,0,0,0,0,0,0,0,0,0, , , 
715749,4,14151,14151,1,6,16,1,1,1,1,1,1,5.56,5,5.71,5.5,40,4.74,0,0,213,12,47,100,130,100,169,100,110,100,146,100,154,100,13,100, , , 
715787,4,14151,14151,1,2,12,0,0,0,0,1,0,6.67,4,5,1.5,10,7.31,0,0,212,8,46,100,107,100,93,100,46,100,34,100,102,100,19,100, , , 
715950,4,14152,14152,1,2,12,1,1,1,1,1,0,8.89,4,1.25,3.5,0,0.9,0,0,210,0,58,100,140,100,53,100,26,100,25,100,52,100,13,100, , , 
716035,4,14152,14152,3,2,32,1,1,1,1,1,0,5.56,5,4.71,0.5,0,0,0,0,154,4,47,100,86,96.2962963,58,100,37,100,24,100,0,0,0,0, , , 
716549,4,14151,14151,3,2,32,1,1,1,1,1,1,8.89,4,9,7.5,0,6.92,0,0,200,0,34,100,73,100,56,100,22,100,15,65.2173913,52,73.33333333,5,100, , , 
716732,4,14151,14151,3,7,37,1,1,1,1,1,1,7.78,7,5.36,5.5,0,5.51,0,0, , , , , , , , , , , , , , , , , , , 
716900,4,14151,14151,1,2,12,0,0,0,0,1,1,8.89,7,7,4,10,6.28,0,0,220,0,29,100,83,100,82,100,49,100,50,100,87,100,6,100, , , 
717102,4,14152,14152,3,7,37,1,1,1,1,1,0,10,8,4,3.5,0,5.38,0,0,208,2,37,100,119,100,60,100,30,100,27,100,54,100,13,100, , , 
717437,4,14151,14151,1,2,12,1,1,1,1,1,1,10,6,6,9,0,5.38,0,0,220,0,39,100,86,100,96,100,51,100,61,100,96,100,5,100, , , 
717616,4,14151,14151,1,1,11,1,1,1,1,1,0,7.78,0,0,0,0,0,0,0,89,0,24,44.44444444,138,100,87,62.79069767,0,0,0,0,0,0,0,0, , , 
717864,4,14151,14151,4,0,40,1,1,1,1,1,1,10,10,2.57,2,0,7.69,0,0,225,0,30,100,99,100,56,100,24,100,31,100,75,100,5,100, , , 
717979,4,14152,14152,1,2,12,0,0,1,1,0,0,5.56,4,4,2,0,4.62,0,0,158,1,39,100,107,100,53,100,27,100,31,95.65217391,0,0,0,0, , , 
718015,4,14152,14152,1,4,14,1,0,1,0,0,0,8.89,3,3.57,1.5,0,2.31,0,0,210,0,47,100,96,100,58,100,36,100,40,100,64,100,11,100, , , 
718164,4,14151,14151,2,4,24,1,1,1,1,1,1,10,4,0,0,0,0,0,0,220,5,60,100,144,100,180,100,38,100,33,100,66,100,5,100, , , 
719021,4,14152,14152,3,2,32,0,0,0,0,0,0,7.78,5,0,0,0,4.62,0,0,88,1,24,77.77777778,109,100,50,48.8372093,0,0,0,0,0,0,0,0, , , 
719251,4,14151,14151,3,3,33,1,1,1,1,1,1,7.78,2,2.82,7,0,4.23,0,0,77,15,33,94.44444444,52,59.25925926,3,4.651162791,5,13.63636364,12,39.13043478,34,62.22222222,1,20, , , 
719549,4,14151,14151,3,2,32,1,1,1,1,1,1,7.78,5,6,6,0,0,0,0, , , , , , , , , , , , , , , , , , , 
720281,4,14151,14151,3,3,33,1,1,1,1,1,1,8.89,4,3.57,5.5,0,6.28,0,0,225,0,21,100,60,100,62,100,25,100,28,100,74,100,5,100, , , 
720846,4,14151,14151,3,5,35,1,1,1,1,1,1,10,8,5.86,9,0,6.28,0,0,187,20,33,77.77777778,117,98.14814815,117,97.6744186,120,100,76,100,126,93.33333333,13,100, , , 
721723,4,14151,14151,2,2,22,1,1,1,1,1,1,7.78,8,9.5,9,0,9.36,0,0,220,0,38,100,101,100,75,100,77,100,31,100,62,100,5,100, , , 
722676,4,14151,14151,3,9,39,1,1,0,0,0,0,6.67,0,4.5,0,0,3.21,0,0,47,2,27,77.77777778,80,64.81481481,0,0,0,0,0,0,0,0,0,0, , , 
668313,4.1,1314,1314,1,2,12,0,0,0,0,0,0,1,2.25,3,0,4,0,0,2.05, , , , , , , , , , , , , , , , ,Java Essential Training,4.24,0.46
675693,4.1,1314, , , , ,0,0,0,0,0,0,5.56,0,6,1.67,6,0,0,3.03,150,55,22,88,81,100,118,92,6,100,36,37,43,100, , ,Java Essential Training,5.58,0.41
689670,4.1,1314,1314,1,5,15,0,0,0,0,0,0,4,3.63,0,2.33,3,0,0,1.99,142,107,66,100,161,100,317,100,42,100,132,100,72,100, , , , , 
682413,4.2,1314,1314,4,0,40,0,0,0,0,0,0,4,3.5,8,1.33,7,0,0,3.67,250,0,50,100,188,100,307,100,37,100,246,100,107,100, , , , , 
686872,4.2,1314,1314,1,2,12,0,0,0,0,0,0,3,0,0,4,0,0,0,1.08, , , , , , , , , , , , , , , , , , , 
687074,4.2,1314,1314,3,9,39,0,0,0,0,0,0,8,4.75,7,1.33,4,0,0,3.86,209,41,53,100,156,100,408,100,45,100,175,100,139,100, , , , , 
691093,4.2,1314,1314,3,3,33, , , , , , , , , , , , , , ,28,219,83,88,152,100,320,100,21,100,177,100,156,100, , , , , 
693389,4.2,1314,1314,1,2,12,0,0,0,0,0,0,3,3,2,0,0,0,0,1.23,91,154,81,100,139,100,122,100,23,100,109,100,82,100, , , , , 
698702,4.2,1314,1314,1,6,16,0,0,0,0,0,0,0,5.75,7,0,5,0,0,2.73,126,81,51,100,186,100,248,97,8,100,96,90,0,0, , , , , 
685064,4.3,1314,1314,1,2,12,0,0,0,0,0,0,2,4.25,6,0,0,0,0,1.88,183,67,66,100,112,100,310,100,56,100,180,100,57,100, , , , , 
636705,4.4,1314,1314,1,2,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0.31,243,7,34,100,131,100,90,100,6,100,49,100,35,100, , ,Java Essential Training,2.61,0.19
676316,4.4,1314,1314,1,5,15,0,0,0,0,0,0,0,4.63,6,0,0,0,0,4.71,53,137,0,0,137,100,115,100,9,100,69,100,0,0, , , , , 
681463,4.4,1314,1314,3,9,39,0,0,0,0,0,0,2,1.25,10,3,6,0,0,3.95,201,48,62,100,226,100,424,100,36,100,208,100,101,100, , ,Java Essential Training,15.58,1.25
685196,4.4,1314,1314,2,2,22,0,0,0,0,0,0,2,4.75,7,0,2,0,0,2.42,250,0,44,100,146,100,250,100,55,100,147,100,63,100, , , , , 
657816,4.5,1314,1314,1,4,14,0,0,0,0,0,0,1,0.25,6,2,3,15,0,4.19,29,163,68,100,161,100,123,38,20,100,48,90,64,100, , , , , 
671376,4.5,1314, , , , ,0,0,0,0,0,0,5,0.63,7,3.67,6,0,0,3.43,62,188,54,100,132,100,106,100,10,100,57,100,52,100, , , , , 
675575,4.5,1314,1314,3,2,32,0,0,0,0,0,0,5,1.88,7,10,6,4.62,0,3.4,250,0,66,100,201,100,438,100,46,100,187,100,119,100, , , , , 
681894,4.5,1314,1314,4,0,40,0,0,0,0,0,0,7,0,5,0,6,0,0,2.77,125,123,52,100,146,100,84,100,7,100,51,100,57,100, , ,Java Essential Training,27.22,0.99
687528,4.5,1314,1314,1,4,14,0,0,0,0,0,0,2,3.63,6,3,4,0,0,2.87,227,21,55,100,346,100,317,100,65,100,160,100,112,94, , , , , 
688583,4.5,1314,1314,1,5,15,0,0,0,0,0,0,4,4,5,1,0,0,0,2.15,205,45,53,100,190,100,269,100,18,100,108,100,110,100, , ,Java Essential Training,1.7,0.48
696129,4.5,1314,1314,3,9,39,1,1,1,1,1,1,5.56,4,5,7.5,3,5.38,0,2.89,189,59,103,100,86,100,107,100,7,100,72,100,51,100, , ,Java Essential Training,17.86,0.44
697031,4.5,1314,1314,3,3,33,0,0,0,0,0,0,3,7,6,0,0,0,0,2.46,249,0,62,100,160,100,310,100,13,100,148,100,98,100, , ,Java Essential Training,66.7,10.05
704657,4.5,14151,14151,3,2,32,0,0,0,0,0,0,6.67,5,4.86,5.5,10,5,0,0,197,10,68,100,137,98.14814815,186,100,95,86.36363636,91,82.60869565,108,88.88888889,17,100, , , 
705047,4.5,14152,14152,6,0,60,1,1,1,1,1,0,0,10,5.07,3,0,0,0,0,133,0,36,100,125,100,166,100,70,81.81818182,0,0,0,0,0,0, , , 
705664,4.5,14151,14151,3,3,33,1,1,1,1,1,1,5.56,7,5.21,5,0,6.92,0,0, , , , , , , , , , , , , , , , , , , 
707912,4.5,14151,14151,3,2,32,1,1,1,1,1,1,8.89,8,5.36,0.5,0,4.74,0,0,215,1,47,100,161,100,114,97.6744186,45,100,64,86.95652174,75,100,5,100, , , 
708650,4.5,14151,14151,3,9,39,1,1,1,1,1,1,10,5,5.5,5,0,2.31,0,0,220,0,66,100,116,100,64,100,23,100,32,100,64,100,5,100, , , 
709061,4.5,14151,14151,2,3,23,1,1,1,1,1,1,10,4,3.71,7.5,0,7.05,0,0,220,0,51,100,106,100,78,100,57,100,51,100,96,100,7,100, , , 
710783,4.5,14151,14151,1,5,15,1,1,1,1,1,1,7.78,6,4.5,7.5,0,4.87,0,0,169,1,44,100,99,100,91,100,38,100,16,52.17391304,34,46.66666667,0,0, , , 
711306,4.5,14151,14151,1,2,12,1,1,1,1,1,1,7.78,5,7.5,2.5,40,2.69,0,0, , , , , , , , , , , , , , , , , , , 
712717,4.5,14151,14151,1,5,15,1,1,1,1,1,0,8.89,7,3.86,0,40,0,0,0,194,0,36,100,132,100,175,100,112,100,118,100,92,75.55555556,0,0, , , 
713920,4.5,14151,14151,3,2,32,1,1,1,1,1,1,8.89,8,6.5,8.5,0,4.23,0,0,224,0,32,100,70,100,57,100,42,100,31,100,54,100,5,100, , , 
717009,4.5,14151,14151,3,9,39,1,1,1,1,1,1,6.67,6,5,8,0,4.62,0,0,207,13,46,100,102,100,82,100,39,100,30,100,66,100,12,100, , , 
717732,4.5,14151,14151,1,2,12,1,1,1,1,1,1,7.78,6,6.5,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
686753,4.7,1314,1314,2,6,26,0,0,0,0,0,0,6,7,8,7.33,4,0,0,4.97,249,1,60,100,140,100,262,100,26,100,142,100,111,100, , , , , 
687606,4.7,1314,1314,3,3,33,0,0,0,0,0,0,1,0,4,2.33,2,0,0,1.44,225,25,61,100,312,100,447,100,6,100,87,100,72,100, , , , , 
687975,4.7,1314,1314,3,3,33,0,0,0,0,0,0,2,2.13,4,4.33,0,0,0,1.92,29,60,46,92,142,95,0,0,26,100,1,2,6,6, , , , , 
688264,4.7,1314,1314,1,2,12,0,0,0,0,0,0,0,5.38,4,2.33,1,0,0,1.96,248,1,65,100,188,100,227,100,47,100,55,100,47,100, , , , , 
689855,4.7,1314,1314,1,4,14,0,0,0,0,0,0,2,5.38,7,2,5,40,0,9.44,1,238,57,84,102,100,86,100,12,100,61,90,51,100, , , , , 
693890,4.7,1314,1314,1,2,12,0,0,0,0,0,0,9,7.38,8,3,9,0,0,5.6,29,216,54,100,153,100,196,100,8,100,61,100,79,100, , , , , 
695354,4.7,1314,1314,1,2,12,0,0,0,0,0,0,2,2,2.86,0,1,0,0,1.54,96,150,64,100,168,100,143,100,8,100,78,100,73,100, , ,Java Essential Training,26.37,0.3
661667,4.8,1314,1314,3,2,32,0,0,0,0,0,0,0,0,7,0,5,0,0,1.85, , , , , , , , , , , , , , , , , , , 
689499,4.8,1314,1314,3,7,37,0,0,0,0,0,0,6,3.63,0,1.33,6,0,0,2.61,104,145,78,100,184,100,391,100,35,100,87,100,57,100, , , , , 
693248,4.8,1314,1314,1,5,15,0,0,0,0,0,0,3,1.13,5,0,5,0,0,2.17,244,1,39,100,148,100,140,100,12,100,99,100,56,94, , ,Java Essential Training,9.52,0.24
693664,4.8,1314,1314,3,9,39,0,0,0,0,0,0,3,3.75,2,1,4,0,0,2.12, , , , , , , , , , , , , , , , , , , 
