studnr_a,Cijfer,cohort,cohort_blok,vooropl_type,profiel,vooropl_profiel,w1_prac,w2_prac,w3_prac,w4_prac,w5_prac,w6_prac,w1_quiz,w2_quiz,w3_quiz,w4_quiz,w5_quiz,w6_quiz,w7_oefen_toets,Category_total,CorrectUnassigned,IncorrectUnassigned,W1_MMLAttemps,W1_MMLMastery,W2_MMLAttemps,W2_MMLMastery,W3_MMLAttemps,W3_MMLMastery,W4_MMLAttemps,W4_MMLMastery,W5_MMLAttemps,W5_MMLMastery,W6_MMLAttemps,W6_MMLMastery,W8_MMLAttemps,W8_MMLMastery,Course,complete,Hoursviewed
532030,0,14151,14151,3,9,39,1,1,0,0,0,0,7.78,0,0,0,0,0,0,0,59,2,40,100,114,79.62962963,0,0,0,0,0,0,0,0,0,0, , , 
543850,0,14151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
623007,0,14152,14152,1,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
629633,0,1314,1314,3,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1,68,100,287,100,439,100,32,100,164,100,92,100, , , , , 
629640,0,1314,1314,3,9,39,0,0,0,0,0,0,0,0,0,3.33,0,0,0,0.51,41,209,60,100,93,100,124,100,7,100,51,100,56,100, , , , , 
635122,0,1314,1314,3,9,39,0,0,0,0,0,0,2,1.75,4,3.67,3,0,0,2.22, , , , , , , , , , , , , , , , ,Java Essential Training,0,0.09
637793,0,14152,14152,4,0,40,1,1,1,1,0,0,8.89,3,2.71,3,0,4.62,0,0,137,9,46,100,82,100,50,69.76744186,32,95.45454545,39,100,0,0,0,0, , , 
641661,0,14151,14151,3,9,39,1,1,1,1,0,0,8.89,7,6,0,0,0,0,0,115,2,21,61.11111111,57,57.40740741,56,67.44186047,15,31.81818182,38,73.91304348,25,48.88888889,0,0, , , 
643565,0,1314,1314,1,2,12,0,0,0,0,0,0,1,3.25,3,2,0,0,0,1.42,8,73,0,0,0,0,77,100,9,100,1,2,7,9, , ,Java Essential Training,13.11,0.93
643744,0,14152,14152,3,3,33,1,1,0,0,0,0,8.89,1,1.29,0,0,0,0,0,5,1,5,11.11111111,10,7.407407407,0,0,0,0,0,0,0,0,0,0, , , 
646978,0,14151,14151,1,6,16,1,1,1,0,0,0,6.67,9,10,8,0,0,0,0, , , , , , , , , , , , , , , , , , , 
652626,0,14151,14151,2,1,21,1,1,1,1,1,1,7.78,8,4.5,4,0,5.38,0,0,220,0,32,100,90,100,71,100,39,100,47,100,61,100,5,100, , , 
653111,0,14152,14152,3,9,39, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
656636,0,14152,14152,1,2,12,1,1,1,0,0,0,7.78,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
658469,0,14152,14152,6,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
659118,0,14151,14151,3,3,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
664163,0,14152,14152,1,5,15,1,1,1,1,0,0,7.78,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
664634,0,14151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
667859,0,14152,14152,1,2,12,0,0,0,0,0,0,6.67,5,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
669587,0,14151,14151,3,9,39,1,1,0,0,0,0,8.89,0,7,0,0,0,0,0,63,4,28,77.77777778,48,59.25925926,50,48.8372093,0,0,0,0,0,0,0,0, , , 
671971,0,1314,1314,4,0,40,0,0,0,0,0,0,4,3.25,5,2.33,0,0,0,2.24,146,104,79,100,125,100,149,100,15,100,116,100,55,100, , , , , 
672281,0,14151,14151,3,9,39,0,1,1,0,0,0,6.67,0,5.86,8.5,0,3.59,0,0,24,2,78,77.77777778,32,22.22222222,0,0,0,0,0,0,0,0,0,0, , , 
673651,0,1314,1314,1,2,12,0,0,0,0,0,0,0,4.13,5,0,8,0,0,2.63,96,153,63,100,155,100,97,100,10,100,66,100,67,100, , , , , 
674235,0,1314,1314,1,2,12,0,0,0,0,0,0,0,5.38,3,2,1,0,0,1.75, , , , , , , , , , , , , , , , , , , 
675865,0,1314,1314,1,2,12,0,0,0,0,0,0,1,2.25,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , 
677300,0,1314,1314,1,2,12,0,0,0,0,0,0,0,2.25,0,2.67,2,0,0,1.06,83,124,43,88,104,100,151,99,6,100,46,90,3,3, , ,Up and Running with Java Applications,0,0.04
680590,0,14152,14152,1,4,14,1,1,1,1,1,0,5.56,6,3.71,0,0,0,0,0,105,1,32,77.77777778,125,100,104,88.37209302,0,0,0,0,0,0,0,0, , , 
683024,0,14152,14152,3,3,33,1,1,1,1,1,0,6.67,8,5.5,4.5,0,5,0,0,205,0,37,100,94,100,64,100,36,100,29,100,52,100,0,0, , , 
683427,0,14151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
683728,0,14151,14151,3,5,35,1,1,1,0,0,0,10,8,6.21,8,60,0,0,0,122,0,33,100,79,100,55,79.06976744,28,72.72727273,0,0,0,0,0,0, , , 
683944,0,1314,1314,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,105,43,100,187,100,331,100,12,100,59,100,44,100, , , , , 
684040,0,14151,14151,1,2,12,0,1,0,0,0,0,7.78,6,6,9.5,0,5,0,0,163,15,44,100,133,100,63,67.44186047,11,13.63636364,43,60.86956522,96,100,15,100, , , 
685418,0,14151,14151,1,5,15,0,1,0,1,1,0,0,0,0,0,0,8.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
685812,0,14152,14152,3,3,33,0,1,1,0,0,0,5.56,1,2.71,0,0,0,0,0,57,2,61,100,66,51.85185185,0,0,37,54.54545455,1,4.347826087,0,0,0,0, , , 
688647,0,14151,14151,1,5,15,1,1,1,1,1,1,0,0,0,0,0,0,0,0,207,9,51,100,104,100,109,100,39,100,34,100,60,91.11111111,7,100, , , 
688655,0,14151,14151,3,9,39,1,1,1,1,1,1,4.44,3,0,0,0,0,0,0,225,0,62,100,120,100,77,100,24,100,30,100,54,100,5,100, , , 
689451,0,1314,1314,3,9,39,0,0,0,0,0,0,5,0,7,0,5,0,0,2.62,131,80,52,100,151,100,424,93,26,100,94,100,7,11, , , , , 
689687,0,1314,1314,1,2,12,0,0,0,0,0,0,5,2.5,3,2.67,3,0,0,2.49,55,100,80,100,278,100,159,51,7,100,126,41,98,37, , , , , 
690597,0,14152,14152,3,3,33,1,1,0,0,0,0,8.89,7,4.5,6,0,0.77,0,0,161,0,34,100,54,100,45,100,22,100,23,100,1,2.222222222,0,0, , , 
690699,0,14151,14151,3,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,12,61,88.88888889,94,64.81481481,35,76.74418605,19,81.81818182,15,47.82608696,0,0,0,0, , , 
691594,0,1314,1314,1,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217,32,70,100,145,100,134,100,15,100,76,100,89,100, , ,Java Essential Training,3.35,0.24
692017,0,14151,14151,1,6,16,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,5.555555556,0,0,0,0,0,0,0,0,0,0,0,0, , , 
692440,0,14151,14151,3,7,37,1,1,1,0,0,0,7.78,5,6.5,0,40,0,0,0,142,18,39,100,94,100,73,100,36,100,35,78.26086957,7,11.11111111,0,0, , , 
692532,0,14151,14151,1,2,12,1,1,1,1,1,0,10,2,7,0,0,0,0,0,42,2,53,100,56,48.14814815,0,0,0,0,0,0,0,0,0,0, , , 
693511,0,14151,14151,1,4,14,1,1,0,1,1,0,7.78,7,7.36,8.5,0,0,0,0,115,12,37,100,103,88.88888889,89,88.37209302,46,27.27272727,23,34.7826087,27,20,0,0, , , 
693738,0,1314,1314,1,6,16,0,0,0,0,0,0,3,6.75,8,4.33,4,0,0,4.01,246,2,51,100,118,100,207,100,10,100,128,98,108,100, , , , , 
693995,0,1314,1314,3,9,39,0,0,0,0,0,0,0,1.38,2,1.33,4,0,0,1.34, , , , , , , , , , , , , , , , , , , 
694282,0,1314,1314,3,3,33,0,0,0,0,0,0,2,2.38,4,2.33,2,0,0,1.96,222,26,57,100,157,100,231,100,11,100,165,100,102,100, , ,Java Essential Training,31.4,2.54
694854,0,14151,14151,1,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
695098,0,14151,14151,1,2,12,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,15,0,5,22.22222222,6,11.11111111,0,0,0,0,4,13.04347826,3,4.444444444,0,0, , , 
696000,0,1314,1314,1,3,13,0,0,0,0,0,0,2,0.38,0,0,0,0,0,0.37, , , , , , , , , , , , , , , , , , , 
696467,0,14151,14151,1,2,12,1,1,1,1,1,1,7.78,6,0,0,0,7.31,0,0,122,14,37,100,87,100,67,72.09302326,0,0,0,0,49,53.33333333,15,100, , , 
696515,0,1314,1314,3,9,39,0,0,0,0,0,0,1,3,2,3,1,0,0,1.54, , , , , , , , , , , , , , , , , , , 
696818,0,14152,14152,3,2,32,1,1,1,1,0,0,4.44,3,1.36,1,0,1.54,0,0,157,1,32,88.88888889,86,100,62,100,25,100,31,100,0,0,0,0, , , 
698055,0,14151,14151,1,3,13,0,0,0,0,0,0,5.56,0,0,0,0,0,0,0,109,1,38,100,83,100,77,88.37209302,0,0,0,0,0,0,0,0, , , 
699050,0,1314,1314,1,4,14,0,0,0,0,0,0,0,1.38,2,0,8,0,0,1.75,0,87,80,100,96,100,0,0,0,0,0,0,0,0, , , , , 
700202,0,14152,14152,1,2,12,1,1,0,0,0,0,7.78,9,3.36,0,0,0,0,0,102,5,68,100,70,100,57,67.44186047,10,27.27272727,0,0,0,0,0,0, , , 
701302,0,14151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
704623,0,14152,14152,1,2,12,1,1,0,1,0,0,7.78,4,0,0,0,8.08,0,0,205,0,57,100,63,100,43,100,23,100,23,100,46,100,0,0, , , 
704798,0,14151,14151,1,5,15,1,1,1,1,1,0,8.89,10,8.5,10,0,0,0,0, , , , , , , , , , , , , , , , , , , 
704947,0,14152,14152,1,3,13, , , , , , , , , , , , , , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
704950,0,14151,14151,1,2,12,1,1,1,1,1,0,10,6,4.36,8,0,1.92,0,0, , , , , , , , , , , , , , , , , , , 
705108,0,14151,14151,1,2,12,1,1,1,1,1,0,6.67,4,4.71,1,0,0,0,0,165,8,60,88.88888889,76,96.2962963,87,100,41,100,40,100,62,37.77777778,0,0, , , 
705254,0,14151,14151,2,5,25,1,1,1,1,0,0,8.89,4,3.96,4,0,4.62,0,0,211,6,27,94.44444444,104,100,82,100,42,100,33,91.30434783,67,100,5,100, , , 
705527,0,14152,14152,1,4,14,1,1,1,1,0,0,10,5,8,8,0,8.59,0,0,161,0,30,100,64,100,87,100,25,100,42,100,1,2.222222222,0,0, , , 
705743,0,14151,14151,6,0,60,1,0,0,0,0,0,0,0,8,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
706092,0,14151,14151,3,3,33,1,1,1,1,1,1,6.67,6,5.71,6,0,6.92,0,0,224,1,36,100,128,100,51,100,30,100,71,100,53,100,5,100, , , 
706232,0,14151,14151,1,6,16,0,0,0,0,0,0,7.78,0,0,4,0,0,0,0,204,1,62,100,102,100,58,100,28,100,51,100,58,100,0,0, , , 
706251,0,14151,14151,3,3,33,1,1,1,1,1,1,4.44,3,5.21,6,0,0,0,0,46,0,23,77.77777778,15,20.37037037,32,48.8372093,0,0,0,0,0,0,0,0, , , 
706877,0,14152,14152,1,5,15,1,1,0,0,0,0,7.78,1,0.93,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
706881,0,14151,14151,1,4,14,1,1,0,1,0,0,7.78,6,8.5,10,0,1.54,0,0,126,37,33,77.77777778,100,100,55,100,22,100,26,100,9,15.55555556,0,0, , , 
707129,0,14151,14151,3,9,39,1,1,1,1,1,1,8.89,9,10,8.5,0,10,0,0,225,0,32,100,76,100,69,100,84,100,63,100,111,100,10,100, , , 
707430,0,14151,14151,3,2,32,1,1,1,1,1,0,7.78,4,9.57,8,60,0,0,0,125,4,77,88.88888889,180,100,197,97.6744186,92,59.09090909,7,17.39130435,0,0,0,0, , , 
708719,0,14151,14151,1,4,14,1,1,1,1,1,1,8.89,8,8,5.5,0,9.23,0,0,200,0,28,100,80,96.2962963,64,100,57,100,46,100,73,93.33333333,0,0, , , 
708764,0,14151,14151,1,2,12,1,1,1,1,1,1,8.89,7,7.5,9,0,8.08,0,0,218,0,52,100,91,100,114,95.34883721,73,100,79,100,63,100,6,100, , , 
708877,0,14151,14151,6,0,60,1,1,1,1,0,1,8.89,3,3.07,0,0,4.23,0,0,59,2,49,77.77777778,34,27.77777778,84,67.44186047,11,13.63636364,0,0,0,0,0,0, , , 
708989,0,14151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
709441,0,14151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
709489,0,14151, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
709619,0,14151,14151,1,2,12,1,1,1,1,0,0,7.78,9,5,6.5,10,7.31,0,0,164,5,24,100,86,96.2962963,86,100,52,100,46,100,29,24.44444444,0,0, , , 
709721,0,14151,14151,5,0,50,1,1,1,1,1,0,7.78,9,4,9.5,0,3.85,0,0,221,0,47,100,173,100,218,100,198,100,83,100,308,100,32,100, , , 
710069,0,14151,14151,1,2,12,1,1,1,0,0,0,8.89,8,3.86,3.5,0,3.33,0,0, , , , , , , , , , , , , , , , , , , 
710234,0,14151,14151,3,3,33,1,0,0,0,0,0,7.78,5,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
710288,0,14151,14151,3,9,39,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0,13,1,46,77.77777778,0,0,0,0,0,0,0,0,0,0,0,0, , , 
710406,0,14151,14151,1,2,12,1,1,1,1,1,0,5.56,10,8.5,8.5,0,0,0,0,80,2,59,100,126,100,25,23.25581395,0,0,0,0,0,0,0,0, , , 
710471,0,14151,14151,3,2,32,1,1,1,0,0,0,8.89,4,5,0,0,0,0,0,42,6,38,77.77777778,38,22.22222222,81,51.1627907,0,0,0,0,0,0,0,0, , , 
710495,0,14152,14152,1,2,12,1,1,0,0,1,0,7.78,4,2.86,7,0,0,0,0,202,2,38,94.44444444,97,100,45,97.6744186,29,100,44,100,59,100,1,20, , , 
710641,0,14152,14152,6,0,60,1,1,1,1,0,0,7.78,0,3.36,9,0,0,0,0, , , , , , , , , , , , , , , , , , , 
710897,0,14151,14151,1,5,15,1,1,1,1,1,1,7.78,8,6.21,8,0,6.15,0,0, , , , , , , , , , , , , , , , , , , 
710918,0,14152,14152,3,9,39,1,1,0,0,0,0,6.67,1,3.71,0,0,0,0,0,148,24,48,100,80,100,63,95.34883721,23,86.36363636,26,69.56521739,27,53.33333333,0,0, , , 
711022,0,14152,14152,1,5,15,1,1,1,1,1,0,8.89,5,6,6,0,10,0,0,187,0,32,100,102,100,64,100,33,100,38,100,55,60,0,0, , , 
711244,0,14151,14151,3,3,33,1,1,1,1,1,1,8.89,6,7.5,8.5,0,4.74,0,0,219,1,34,100,136,100,114,100,51,100,47,100,70,100,5,100, , , 
711312,0,14151,14151,3,3,33,1,1,1,1,1,1,10,9,8,7,0,6.92,0,0,175,0,41,100,71,100,75,100,31,100,38,100,21,33.33333333,0,0, , , 
711469,0,14151,14151,1,5,15,1,1,0,0,0,0,7.78,0,0,0,0,0,0,0,155,1,59,100,187,100,142,100,24,100,37,82.60869565,0,0,0,0, , , 
711675,0,14151,14151,3,9,39,1,1,1,1,1,1,7.78,7,5,4,0,3.85,0,0,219,0,34,100,108,100,119,100,65,100,67,95.65217391,107,100,7,100, , , 
712205,0,14151,14151,2,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
712309,0,14152,14152,1,6,16,1,1,1,1,1,0,7.78,2,6.57,5.5,0,7.31,0,0,201,3,42,100,94,100,56,100,33,95.45454545,27,100,49,100,0,0, , , 
712518,0,14151,14151,1,2,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20,3,53,100,14,9.259259259,0,0,0,0,0,0,0,0,0,0, , , 
712897,0,14151,14151,1,4,14,1,1,0,0,0,0,7.78,7,5.71,8,0,5.51,0,0,220,0,42,100,105,100,60,100,24,100,39,100,75,100,5,100, , , 
713006,0,14152,14152,2,7,27,1,0,1,0,0,0,8.89,3,2.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
713012,0,14151,14151,3,3,33,0,1,0,0,0,0,7.78,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
713056,0,14152,14152,3,9,39,1,1,1,1,0,0,7.78,6,2.46,7,0,5.77,0,0,156,4,70,100,200,100,109,100,37,100,57,100,0,0,0,0, , , 
713139,0,14151,14151,1,6,16,1,1,1,1,0,0,7.78,2,5.43,4.5,0,5.77,0,0,178,2,45,100,118,100,91,100,62,100,48,100,19,33.33333333,0,0, , , 
713214,0,14152,14152,1,5,15,1,1,1,1,0,0,8.89,3,2.11,3.5,0,5.38,0,0,148,24,48,100,80,100,63,95.34883721,23,86.36363636,26,69.56521739,27,53.33333333,0,0, , , 
713578,0,14151,14151,1,4,14,1,1,1,1,1,1,6.67,10,9,0.5,0,3.97,0,0,83,16,40,94.44444444,28,22.22222222,44,76.74418605,23,95.45454545,16,65.2173913,4,2.222222222,0,0, , , 
713586,0,14151,14151,1,2,12,1,1,1,1,1,1,8.89,6,6,6.5,0,3.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
713678,0,14152,14152,3,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
713887,0,14151,14151,3,3,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
713982,0,14151,14151,3,2,32,0,1,1,1,0,0,7.78,0,8,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
714032,0,14152,14152,1,2,12,1,1,1,1,1,0,7.78,9,3.86,10,0,4.74,0,0,125,0,38,100,97,100,74,100,36,45.45454545,0,0,0,0,0,0, , , 
714089,0,14151,14151,4,0,40,1,0,0,0,0,0,5.56,4,0,0,0,0,0,0,10,1,46,61.11111111,0,0,0,0,0,0,0,0,0,0,0,0, , , 
714260,0,14151,14151,3,9,39,1,0,0,0,0,0,10,7,0,0,0,0,0,0,74,4,53,77.77777778,92,100,11,23.25581395,0,0,0,0,0,0,0,0, , , 
714484,0,14152,14152,1,2,12,1,1,1,1,0,0,4.44,4,1.93,9.5,0,0,0,0,159,1,25,100,65,100,54,100,32,100,30,100,0,0,0,0, , , 
714588,0,14151,14151,3,3,33,1,1,0,0,0,0,7.78,8,5.71,6,0,0,0,0,132,0,40,77.77777778,82,100,55,100,39,95.45454545,0,0,0,0,0,0, , , 
714772,0,14152,14152,3,3,33,1,1,0,0,0,0,8.89,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
714944,0,14152,14152,3,3,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
715273,0,14152,14152,1,2,12, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
715413,0,14151,14151,2,5,25,1,1,1,1,1,1,8.89,3,4.5,3,0,5.38,0,0,225,0,40,100,82,100,72,100,37,100,60,100,70,100,5,100, , , 
715592,0,14152,14152,1,6,16,1,1,1,0,0,0,8.89,8,2.04,8.5,0,3.08,0,0,148,2,50,100,97,100,53,100,36,100,14,56.52173913,0,0,0,0, , , 
715626,0,14151,14151,1,5,15,1,1,1,1,0,0,0,0,0,0,0,0,0,0,116,18,100,100,120,98.14814815,120,100,42,86.36363636,6,4.347826087,0,0,0,0, , , 
715794,0,14151,14151,1,6,16,1,1,1,0,0,0,5.56,3,8,8.5,10,0,0,0,140,1,38,100,134,100,115,100,90,100,14,17.39130435,0,0,0,0, , , 
715979,0,14151,14151,1,1,11,1,1,1,1,1,1,6.67,4,8,7.5,0,5.77,0,0, , , , , , , , , , , , , , , , , , , 
716292,0,14151,14151,3,9,39,0,0,0,0,0,0,8.89,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
716340,0,14152,14152,1,2,12,0,0,0,0,0,0,8.89,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
716353,0,14151,14151,3,2,32,1,1,1,1,0,0,10,10,7,7.5,0,7.31,0,0,175,0,53,100,75,100,91,100,36,100,48,100,25,33.33333333,0,0, , , 
716364,0,14152,14152,1,2,12,1,1,1,1,1,0,6.67,4,3.36,3,0,0,0,0,153,1,50,100,163,100,189,100,105,100,41,73.91304348,0,0,0,0, , , 
716787,0,14152,14152,1,4,14,1,1,0,0,0,0,8.89,5,2.43,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
717229,0,14151,14151,3,2,32,0,0,0,0,0,0,6.67,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
717411,0,14151,14151,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
717837,0,14152,14152,3,2,32,1,1,0,0,0,0,5.56,0,3.57,1.5,0,1.92,0,0, , , , , , , , , , , , , , , , , , , 
717867,0,14151,14151,1,4,14,1,1,1,1,1,1,6.67,0,4.21,6.5,0,7.31,0,0,175,0,82,100,91,100,61,100,22,100,39,100,23,33.33333333,0,0, , , 
718238,0,14151,14151,3,3,33,1,1,1,1,1,1,7.78,10,7.36,5.5,0,6.54,0,0, , , , , , , , , , , , , , , , , , , 
718241,0,14151,14151,1,5,15, , , , , , , , , , , , , , ,198,0,61,77.77777778,84,100,77,100,45,100,44,100,88,93.33333333,0,0, , , 
718660,0,14151,14151,3,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
718731,0,14152,14152,1,5,15,1,1,0,0,0,0,7.78,6,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
718883,0,14152,14152,3,3,33,1,1,0,0,0,0,2.22,3,1.86,8.5,0,8.08,0,0,205,0,72,100,120,100,99,100,43,100,24,100,60,100,0,0, , , 
718957,0,14151,14151,1,2,12,1,1,1,1,1,1,5.56,7,7.5,8,0,0,0,0,141,1,49,100,118,100,121,100,69,90.90909091,30,30.43478261,0,0,0,0, , , 
719060,0,14151,14151,1,2,12,1,1,1,1,1,1,7.78,7,7.5,0,0,0,0,0,225,0,28,100,118,100,120,100,47,100,49,100,129,100,14,100, , , 
719150,0,14151,14151,3,2,32,0,0,0,0,0,0,8.89,10,2.93,4.5,0,0,0,0,175,15,39,94.44444444,71,100,53,97.6744186,14,59.09090909,28,95.65217391,46,93.33333333,0,0, , , 
719182,0,14151,14151,4,0,40,1,1,1,1,0,0,7.78,0,7,8,0,0,0,0, , , , , , , , , , , , , , , , , , , 
719208,0,14151,14151,1,4,14,1,1,1,1,1,1,5.56,2,5.86,4,0,6.92,0,0,216,4,30,100,109,100,102,100,53,100,41,100,91,100,7,100, , , 
719442,0,14151,14151,3,2,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
719813,0,14151,14151,1,4,14,0,0,0,0,0,0,10,9,7.71,0,0,0,0,0,132,7,34,77.77777778,90,96.2962963,111,97.6744186,52,90.90909091,35,47.82608696,0,0,0,0, , , 
720185,0,14151,14151,1,5,15,1,1,1,1,1,1,8.89,4,5.93,6.5,0,6.54,0,0,167,40,19,44.44444444,108,100,129,93.02325581,88,100,100,100,129,100,20,100, , , 
720902,0,14151,14151,1,5,15,1,1,1,1,1,1,8.89,9,7.5,9,0,8.59,0,0,225,0,35,100,102,100,104,100,86,100,70,100,94,100,8,100, , , 
721021,0,14151,14151,3,9,39,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , 
721022,0,14152,14152,3,3,33, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
721270,0,14152,14152,1,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , , , , , , , , , , , , , , , , , , 
698003,0.7,1314,1314,1,2,12,0,0,0,0,0,0,1,0,0,3.33,0,0,0,0.67, , , , , , , , , , , , , , , , , , , 
636938,0.9,1314,1314,1,2,12,1,1,0,0,0,0,6.67,3,1.11,0,0,0,0,0,42,0,32,100,13,11.11111111,39,41.86046512,0,0,0,0,0,0,0,0, , , 
607331,1,1314,1314,1,2,12,0,0,0,0,0,0,6.67,5,0,0,0,0,0,0.25,0,26,108,100,15,3,0,0,0,0,0,0,0,0, , ,Java Essential Training,0,0.11
616063,1,1314,1314,3,9,39,0,0,0,0,0,0,0,2.5,2,0,0,0,0,0.85, , , , , , , , , , , , , , , , ,Java Essential Training,27,0.48
670140,1,1314,1314,3,9,39,0,0,0,0,0,0,5,1.25,0,2,0,0,0,1.42,218,29,50,88,201,100,120,100,6,100,80,100,45,100, , ,Java Essential Training,2.61,0.2
675659,1,1314,1314,1,6,16,0,0,0,0,0,0,2,0,3,2,0,0,0,1.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,Java Essential Training,28.67,1.16
693482,1,1314,1314,1,4,14,0,0,0,0,0,0,4,0,0,0,4,0,0,1.23, , , , , , , , , , , , , , , , , , , 
693931,1,1314,1314,3,9,39,0,0,0,0,0,0,3,3.13,0,5.33,0,0,0,1.92,216,27,80,100,99,100,144,100,6,100,45,90,33,94, , , , , 
694340,1,1314,1314,3,3,33,0,0,0,0,0,0,3,3,6,7,0,0,0,2.92, , , , , , , , , , , , , , , , ,Java Essential Training,21.94,1.9
694970,1,1314,1314,3,9,39,0,0,0,0,0,0,2,0,2,0,0,0,0,0.62, , , , , , , , , , , , , , , , , , , 
695988,1,1314,1314,1,2,12,0,0,0,0,0,0,0,0,6,0,0,0,0,1.08,6,37,76,96,12,5,26,15,21,100,0,0,6,6, , ,Java Essential Training,15.17,1.25
696403,1,1314,1314,1,2,12,0,0,0,0,0,0,0,2.25,7,1.33,9,0,0,6.09,14,164,0,0,93,94,92,100,8,100,10,18,35,91, , , , , 
701085,1,14151,14151,1,6,16,1,1,1,1,1,1,5.56,6,0,0,0,0,0,0,204,6,35,100,91,100,95,93.02325581,64,95.45454545,48,73.91304348,51,100,5,100, , , 
705170,1,14151,14151,1,5,15,1,1,1,1,1,1,10,9,5,7,60,5.38,0,0,205,12,38,100,116,100,88,95.34883721,43,100,41,100,90,97.77777778,11,100, , , 
712285,1,14151,14151,3,9,39,1,1,1,1,1,1,7.78,9,10,2,0,0,0,0, , , , , , , , , , , , , , , , , , , 
715407,1,14152,14152,3,3,33,1,1,1,1,1,0,7.78,4,0.82,0,0,0,0,0,138,1,50,100,95,100,48,100,25,100,0,0,3,4.444444444,0,0, , , 
716036,1,14151,14151,3,3,33,1,1,1,1,1,1,7.78,6,3.75,0,0,0,0,0,189,0,27,100,105,98.14814815,120,100,57,100,65,100,77,66.66666667,0,0, , , 
719926,1,14151,14151,6,0,60,0,1,1,1,1,1,8.89,3,0,0,0,0,0,0,158,4,54,88.88888889,150,100,210,95.34883721,50,86.36363636,79,95.65217391,49,22.22222222,0,0, , , 
695300,1.1,1314,1314,1,1,11,0,0,0,0,0,0,5.56,3.38,2.43,1.67,1,0,0,1.54,216,32,81,100,253,100,228,100,30,100,193,100,49,100, , , , , 
